stationName,dow,06시이전,06~07시,07~08시,08~09시,09~10시,10~11시,11~12시,12~13시,13~14시,14~15시,15~16시,16~17시,17~18시,18~19시,19~20시,20~21시,21~22시,22~23시,23~24시,24시이후
선릉,WED,251,953.25,2967.63,7542.5,7925,8654.38,5973.38,3601.13,2553.75,2158.25,2166.25,1932.25,2022.75,2130.63,1813.75,1631.13,1053.13,690.25,515.13,405.25
선릉,THU,223.78,936.75,2799,7126.13,7405.88,7265.63,5338.5,2952.38,2408.38,2037,2053.25,1806.63,1936.25,2122.5,1730.25,1511.5,996,685.5,539.13,397.63
선릉,FRI,250.33,832.56,2543,6455.44,6486.78,7497.89,5469.56,2994.89,2326.44,2060.56,2131.11,1845.22,2046.44,2204.33,1872.33,1669.89,1100.78,750.67,566.67,486
선릉,SAT,100.22,448.22,475.22,1120.67,1433.11,1733.22,1952,2067.11,2022.33,1910.33,1883.67,1570.78,1433.33,1311.22,1133.89,862.11,712.44,608.89,496.11,346.22
선릉,SUN,50.78,209.56,217.78,514.33,703,847.67,1027.78,1028.11,1055.11,1066.22,988.33,944,891.11,797.56,742.22,625.11,571,471.22,346.44,213
역삼,MON,221.33,722.11,2646.22,6847,8189.89,9977.89,7425.56,3482.56,2150.44,1766.44,1792.44,1480.44,1531.11,1614,1404,1414.67,984,662.78,432.11,275.33
역삼,TUE,244,875.56,3371.22,8871.33,9754.89,10636,7826.67,3798,2400.33,1966.33,1980.33,1651.22,1705.22,1898.78,1602.33,1533.78,1016.89,672.44,459.44,307.44
역삼,WED,251.44,933.5,3767.88,9813.5,10609.13,11544.25,7830.5,4379.75,2457.88,2106.5,2012.88,1744.88,1746.25,2078.5,1686.63,1665.25,1073.13,688.75,491,358.13
역삼,THU,209.44,942,3546.25,9152,10234.38,9469.38,6852.63,3350.63,2330.5,1900.25,1839.63,1684.38,1750.88,1981.63,1639.25,1476.88,977.75,668.13,493,339.75
역삼,FRI,262.11,765.89,3061.78,8165.78,8467.67,9563.22,6845.33,3181.89,2207.78,1807.22,1845.33,1669.11,1772.78,2088.33,1851.78,1747.44,1145.22,728.33,536.67,419.89
역삼,SAT,100.78,279.89,384.33,848.44,1147.67,1383.56,1703.44,1676.56,1687.33,1652.89,1474,1432.67,1332.11,1178.89,1061.78,902.67,686.11,569,500.78,297.33
역삼,SUN,61.22,175.67,261.44,523.78,725.44,1016.89,975.44,1177.33,1028.33,1028.56,960.11,913.78,847,746,695,612.89,539.22,469.78,386,175.44
강남,MON,385.33,959.22,2803.11,5990.78,8213.44,8576.22,7751.56,4202.67,3430.11,2995.22,3216.78,3104.56,3565.89,4093.11,3558.89,3749.89,2304.67,1355.78,929.78,556.56
강남,TUE,379.33,1120.56,3416.33,7354.67,9364,9047.67,7736.89,4286.56,3494.33,2966,3275.78,3159.33,3622,4695.56,3925.67,4032.78,2506.56,1419.89,959.89,661.44
강남,WED,369.67,1183.63,3672.63,8040.38,10173.75,9562.38,7655.13,4679.13,3533.75,3174.75,3292.63,3405.75,3841.5,5117.38,4298,4242.38,2586.5,1508.75,1080,750.25
강남,THU,366.22,1143.5,3588.38,7479.63,9571.75,8207.75,7027.63,3904.63,3391.63,3133,3200.88,3278.25,3804.75,5009.63,4137.88,3876.88,2478.63,1561.38,1119.88,775.13
강남,FRI,421.89,999.11,3087.33,6947.67,8495.22,8520.89,7294.33,4212.56,3465.67,3255.22,3547.33,3662.11,4243.44,5808,5027,5086.22,3312.67,1916.11,1425.44,1091.33
강남,SAT,229.11,440.56,619,1844.56,3132.44,3601.22,4686.11,4263.78,4253.89,4320.78,4246.78,4015.22,3987.89,3780,3634.89,3089.33,2227.89,1791.56,1457.78,853
강남,SUN,115.56,285.44,387.56,923.56,1379,1623.33,2101.56,2342.11,2518,2642.89,2720.56,2671.44,2806.67,2680.22,2403.89,2010.89,1556.89,1147.67,848.89,404.11
교대,MON,244,437.44,1129.33,3069.22,3497,4334.89,3724.56,2104.44,1892.44,1701,1661.56,1659.33,1845.89,1962.67,1774.44,1780.67,1107.11,736.67,526.78,346.78
교대,TUE,258,506.67,1340.67,3748.89,4046.56,4592.44,3924.44,2232.78,2149.89,1872,1828.78,1809,2004.44,2258.11,1979.33,1858.11,1209.67,810,580.44,406.22
교대,WED,246.22,525.5,1437.75,4181,4316.13,5018.38,4074.63,2542.63,2189.88,2007,1947.5,1905.75,2133.25,2419.13,2158.13,1913,1208,829.75,593.63,452
교대,THU,227.44,505.88,1370.75,3909.5,4232,4231.88,3541.5,2171.25,2049.75,1848.13,1887.75,1755.25,2016.13,2304.63,1962,1766.75,1129.5,831.13,586.25,460.88
교대,FRI,248,433,1252.11,3564.78,3815.56,4363.22,3700.22,2209.56,2089,1932.67,1942.56,1843.78,2140.33,2419.78,2089.56,2028,1315.89,892.67,636.33,515.89
교대,SAT,133.56,391.89,490.89,1027,1284.22,1291.67,1600.22,1440,1563.22,1429,1369.67,1375.22,1429,1278.89,1228.22,1013.56,803.11,696.11,590.44,387
교대,SUN,88.89,209.44,287.56,490.56,666.78,697.11,817.56,788.44,893.11,891.44,922.33,949.56,956.67,936.56,826.44,743.33,611.22,514.89,412.78,219.89
서초,MON,145.56,333.33,936.89,2237.89,2476.89,3121.78,2315.22,1300.89,934.22,754.11,748,701,740.11,769.89,738.67,712.89,529.56,375.67,244.89,164.33
서초,TUE,155.33,440.78,1312.56,2856.56,2925,3373.22,2367.56,1303.33,981.33,803.89,820.56,795.67,808,875,819.44,737.22,562.56,394.89,259.11,197.11
서초,WED,140.33,411,1267.38,3107.5,3173.5,3608.5,2392.5,1592.63,923,814.5,811,753.5,854,969.75,884.5,765.75,578.75,390,276,202
서초,THU,130.22,433.38,1174.25,2962,3007.63,3006.25,2076.88,1212.63,925.25,805.25,812.63,720.5,825.25,891.13,820.5,679.63,540,401,258.63,209
서초,FRI,146.67,362.44,1082,2654,2602,3033.67,2111.78,1175.33,868,811.67,802.78,743.33,813.78,877.44,792.33,730.67,576.33,408.11,300.11,251
서초,SAT,199.11,331.89,397.56,806.33,640.44,688,872.56,678.11,858.78,771.11,788.56,816.22,695.56,594.33,580.33,478,372.56,326,283.67,182.22
서초,SUN,50.78,164.67,498,481.22,1498.22,767.11,2044.89,859.78,1424.78,1042.44,741.89,1032.33,647.67,650.89,477.56,377,333,283,227,95.33
방배,MON,100.22,205.89,509.11,1442.44,1419.11,2096.56,1515.56,1039.33,920.89,922.67,809.56,836.89,963.89,1005.22,1021.44,993.33,752.44,550.44,400.78,288.33
방배,TUE,102,241,643.67,1854,1739,2340.44,1783.22,1261.11,1017.67,1040.33,920.78,959.89,1041,1236.11,1135.56,1071.56,771.44,603.22,424.89,326.33
방배,WED,98.67,257.75,723.38,2042.88,1845,2538.13,1789.88,1462.13,1088.63,1085.75,997,952.63,1073.13,1272.88,1163.88,1080.5,821.88,616.5,438,336.88
방배,THU,93.56,250.25,675.25,1989.88,1830.25,2127.5,1628.75,1145.25,938.25,926.38,902.38,904.5,1067.5,1186.75,1098.38,954,767.38,573.75,445.88,328.88
방배,FRI,100.78,223.33,612.67,1663,1465.56,2016.11,1488.44,1053.44,861.11,910.11,873.56,868.11,1069.56,1141.89,1116.22,992.56,791.78,572.44,452.89,373.78
방배,SAT,59.78,117.89,165.33,436.11,516.44,677.78,834.22,773.67,808.78,835.44,746.44,711.56,702.67,688.44,622.78,586.78,499.67,419.78,387,246.78
방배,SUN,39,75.22,103.33,245.22,415.56,438.22,574.44,497.78,548.22,500.67,544.67,548.11,546.67,572,499.89,455.44,392.78,353.89,278.78,147.11
사당,MON,145.56,617,938.33,1850.78,1873.78,2220.56,1846.78,1624.78,1674.33,1649.44,1792.89,2049.89,2908.33,3844.33,3779.11,4166.44,3153.44,2135.22,1529.78,996.44
사당,TUE,154.89,641,1154.56,2111.44,2005.11,2284.44,1877.22,1647.22,1725.44,1679.67,1809.11,2211,3163,4493,4271,4416.11,3297.33,2309,1615.22,1213
사당,WED,140,638.38,1198.75,2256.75,2041.38,2329,1840.5,1591.75,1674.38,1709.13,1827.13,2275.25,3372.75,4937.88,4519.88,4547,3344.63,2300.25,1639.5,1366.38
사당,THU,128.67,619.25,1216.63,2144,1885.13,2063.5,1733.25,1603.5,1655.63,1646.5,1781.13,2151.88,3193.25,4637.25,4502.13,4375.5,3091.38,2317.25,1728.5,1373.88
사당,FRI,152.89,530.78,1011,1924.11,1770.33,2084.11,1693,1529.33,1642.67,1741.22,1902.67,2293.78,3429.56,5079.44,4880.56,5006.67,3613.56,2504.78,2048.11,1585.78
사당,SAT,137.11,953.44,714.56,1378.33,1282.44,1406.11,1912.78,2022.89,2291,2409.78,2332.44,2819.33,3129.78,3413.44,3150,2853.33,2361.11,2125,1956.44,1222.78
사당,SUN,76.33,652.11,479.44,877.67,1002.11,1062.44,1416.22,1537.44,1710.56,1717.56,1829.22,2011.56,2273.89,2339,2144.22,1992.67,1811.22,1566.44,1300.56,673.22
낙성대,MON,71.78,183.44,386.44,898,989,1410.67,1062.11,988.22,871.56,913.67,1064.22,1170.67,1628,2369.67,2467,2932.78,2560.78,1823.89,1354.22,914.89
낙성대,TUE,79,206.56,459.56,1034.11,1075.89,1404.78,1046.33,978.22,877.22,927.33,1039.44,1195.89,1745.11,2711.11,2831,2995.56,2656.44,1968.89,1441.67,1060.33
낙성대,WED,76.67,200.63,504.63,1133.38,1148.13,1488.63,1139.13,1018.25,867.38,945,1109.25,1257.38,1804.38,2996.75,3011.13,3002.75,2564.5,1985.5,1430.63,1138.13
낙성대,THU,71,196.88,485.25,1093,1067.25,1265.38,969.25,883.75,870,890.63,1018.75,1212.5,1672.5,2572.63,2857.75,2776.38,2365.88,1936.88,1409.38,1113.88
낙성대,FRI,79.44,177.11,453.89,1002.67,1008.78,1265.78,1032.33,876.11,888.56,918,1134.78,1278.44,1756.78,2583.78,2637,2752.33,2337,1870.44,1504.67,1195.22
낙성대,SAT,65.56,124.44,175.11,421.11,592,776.56,911.22,1037.78,1091.11,1243.11,1305.22,1410.56,1472.89,1621.67,1559.33,1529.89,1478,1403.67,1337.33,851
낙성대,SUN,57.44,142.33,180.67,366.44,567.67,734.67,875,926.11,963.78,992.22,1104.67,1214.56,1360.33,1369.22,1389.44,1404.67,1348.78,1287.11,1098.89,595.56
서울대입구,MON,96.56,247.56,559.67,1487,1680.89,2556.22,2062.44,1921.22,1697,1702.44,1954.56,2102.78,2821.78,4032.44,4080.78,4683.33,4095.78,2795.44,1954.67,1533.56
서울대입구,TUE,97.78,270.11,647.67,1726.22,1873.78,2609.11,2113.67,1904.78,1679.11,1711.44,1951.78,2171.56,3037.11,4535.33,4525,4870.11,4198.22,3017,2113.44,1600.11
서울대입구,WED,89.11,264.63,648.13,1868.13,1968.75,2773.38,2070.63,1961.38,1667.75,1775.5,1994.5,2316,3118.75,5065,4854.5,4875,4168.5,2971.13,2166.63,1749.75
서울대입구,THU,87,265,633.25,1779.88,1837.88,2363.88,1876,1729.25,1620.13,1609,1834.13,2143.75,2917.88,4405.63,4753.13,4503.38,3809.63,2965.25,2112,1723.25
서울대입구,FRI,98.33,232.89,594.89,1596,1685,2223.89,1929.22,1695.67,1657.33,1784.78,2056.56,2305,3050.56,4461.11,4621.89,4621.89,4022.44,2868.67,2399.44,1965.11
서울대입구,SAT,89.11,196.22,309.22,796,1039.44,1351.67,1616.78,1727.11,1909.33,1995.22,2187.22,2377.56,2487.56,2830.33,2727.44,2632.44,2441.22,2257,2107.33,1648.33
서울대입구,SUN,74.67,193.44,239.78,495.22,707.44,921.78,1050.56,1209.11,1439,1493.89,1797.89,1903.89,2168,2321.89,2275.33,2302.67,2132.78,1875.78,1679,1125
봉천,MON,56.78,130.67,253.78,567.67,618.67,816.11,771.44,695.67,764.78,834.22,1066.67,1137.78,1599.33,2217.22,2233.78,2504,2184.33,1493.11,1025.78,754.56
봉천,TUE,61,138.44,286.22,656.78,647.78,842.89,760.33,714.11,771.33,880.56,1056.78,1199.33,1716.11,2444.56,2557.33,2555.33,2257.33,1568.89,1123.56,806.67
봉천,WED,55,124.75,293.13,691.13,671.88,891.63,786.63,746,818,931.63,1143.13,1305.5,1808.5,2724.25,2652.5,2634.88,2205.88,1582.5,1130.63,904
봉천,THU,52.44,130.13,296,692,609.38,775.63,725.38,686.75,761.75,833.5,1004.13,1195.25,1668,2382.5,2570,2412.38,2048.25,1486.5,1143.88,860.88
봉천,FRI,60.89,121.22,263.89,625.44,602.33,782.89,726.33,697,794.89,878.67,1080.33,1186,1675.11,2351.67,2354.11,2305.22,2069.56,1454.33,1171.56,950.89
봉천,SAT,68.33,101.33,153.22,330.22,403.22,539.56,683.78,734.89,859.67,913.56,1005.11,1134,1268.44,1362.78,1305.67,1278.67,1130.67,1096.11,1038.56,628.33
봉천,SUN,44.56,109.33,111.33,244.78,305.67,428.67,480.78,583.44,632.22,688.89,825.22,955.67,1051.22,1124.89,1057,1073,1058.11,889.33,780.44,417.11
신림,MON,134.89,306,524.33,1006.22,1230.33,1416.89,1456,1347.11,1525.56,1632.44,1994.44,2485,3378.67,5111.56,5391.11,6145.22,5457,3768.67,2795.44,1874.78
신림,TUE,137.22,303.33,578.11,1118.89,1295.33,1443.33,1457.11,1360.22,1492.11,1595.78,2065.22,2535.56,3613.33,5657.89,5987.56,6157,5718.67,3997.89,3055.44,2110.33
신림,WED,133.89,299.63,626.38,1172.38,1347,1559.88,1546.38,1459.25,1619.13,1740.75,2277.13,2681.25,3811.5,6313.5,6191.88,6433.38,5538.38,4091.88,3043.25,2282.38
신림,THU,125.44,292.13,589.38,1183.25,1239.25,1414.38,1440.75,1383.75,1576.88,1681.38,2067.63,2480,3532,5474.38,6062.63,5745,5260.13,3863.63,2969.13,2264.38
신림,FRI,145.11,272.89,563.78,1111.44,1250.22,1422.78,1439.44,1342.11,1589.56,1738,2174.11,2510.22,3619.89,5674,5844,5977.78,5370.11,4107.22,3390.11,2534.67
신림,SAT,144.22,250.11,364.56,712.11,903.44,1171.89,1470.11,1746.78,1940.11,2224.22,2460.22,2852.78,3143.11,3508.56,3530.44,3499.67,3416,3322.89,3053.22,1872.11
신림,SUN,117.11,280.89,298.78,605.44,782.33,1026.56,1237.78,1434.56,1664.89,1777.33,2062.33,2328.89,2629.56,2928.56,2832.89,2947,2961.22,2522,2364.44,1093.78
신대방,MON,74.22,171.44,308.89,587.44,622.78,774,654.22,659.22,744,833,1114.78,1235.78,1777.67,2449.78,2550.33,2754.22,2647,1887.22,1390.44,959.89
신대방,TUE,75.33,182.56,348.44,663.11,653.56,788.44,646.89,669.78,721,859,1105.67,1282,1898.67,2540,2832.11,2877.67,2684.33,1982.67,1507,1065.11
신대방,WED,64.56,181.13,350.5,709.63,684.63,851.75,679.75,719.75,746,906.13,1196.38,1404.38,1975.75,2918.38,2949.63,2895.5,2703.38,2000.88,1523,1171.5
신대방,THU,69.89,181.25,353.25,691.88,625.5,731,643.25,636.25,730.63,831.75,1089.75,1292.75,1786.88,2550.5,2788,2630.38,2469.38,1957.25,1455,1150.13
신대방,FRI,76.78,158.67,329.33,645.11,632.56,775.56,640.44,685.56,777.11,890.22,1094.78,1299.56,1822.78,2473.89,2615.33,2553.44,2496.44,1932.44,1680.44,1226.78
신대방,SAT,80.67,133.89,191.11,405.22,401.89,599.89,624.67,746.22,884.56,975.44,1099.22,1319.33,1483.33,1622.33,1641,1608.56,1640.56,1538.56,1488.44,887.44
신대방,SUN,65.78,132.56,177.22,334,428.22,601.44,617.56,704.67,749.67,835.22,976.78,1110.56,1261.78,1371.67,1313.11,1340.11,1432.56,1224.78,1180.22,523.67
구로디지털단지,MON,177.67,350.22,1501.78,3969.78,4109.67,5785.78,3680.78,1875.22,1707.78,1699,2014,2169.33,2864.33,4089.89,4036,4575.22,3960.44,2758.11,1968.44,1377.67
구로디지털단지,TUE,195.89,392.44,1829.33,5068,4709.33,5820.11,3692,1923.22,1761.67,1772.56,2099.78,2309.67,3081.67,4390.56,4516.67,4641.78,3986.33,2946.56,2168.89,1547.67
구로디지털단지,WED,186.44,390.63,2027.13,5569.75,5100.25,6362.5,3825.75,2035.5,1825,1763.63,2152.5,2422.5,3269.13,4992.88,4799.25,4817.88,4083.88,2941.5,2222.38,1657.63
구로디지털단지,THU,167,388.13,1934.25,5468,4704.63,5148.75,3222.38,1787.63,1678.5,1675.13,2063,2308.63,3051.5,4521,4514.38,4370.88,3802.25,2851.63,2221.75,1671.13
구로디지털단지,FRI,176.44,334.89,1696,4768.11,4197.11,5551.44,3419.33,1867.67,1704.89,1729.11,2028.33,2422,3098.89,4540.89,4587.56,4636.22,4092.67,3038.67,2542.67,1910.67
구로디지털단지,SAT,150.56,208.22,380.78,810.44,986.78,1280,1338.11,1585.11,1799.22,1941.22,2158.11,2407.78,2699.22,2871.44,2886.56,2788.22,2630.89,2562.89,2283.56,1405.56
구로디지털단지,SUN,120.44,208,280.22,585.56,798.56,1039.44,1171.33,1275.78,1515.11,1535.22,1765.67,1907.56,2018.78,2193.22,2033.89,2114.67,2094.11,1873.44,1636.78,798.67
대림,MON,119.67,178.22,448.11,1039.78,1059.78,1600,1228.33,1093,1120,1076.56,1255.44,1433.78,1726.22,2006.89,1865.11,1952.33,1789.56,1398.33,1059.89,750.56
대림,TUE,116.22,198.44,511.78,1268.11,1133.22,1659.33,1246,1076.33,1088.56,1045.11,1251.44,1424.89,1798.33,2125.44,2047.67,1996.89,1819.11,1521.33,1135,823.56
대림,WED,110.89,191.63,526.75,1370.88,1190.25,1722.38,1287.13,1074.38,1136.63,1122,1368,1535.5,1904.38,2320.38,2031.38,2075.88,1824.25,1490.13,1203.88,884.5
대림,THU,102,194,520.38,1341.25,1105.13,1447.38,1140,1110.25,1128,1085.38,1244.88,1426,1774,2141.75,2047.88,1904.63,1757.5,1475,1157.13,868.13
대림,FRI,120.56,166.78,485.33,1209.89,1037.33,1576.89,1130.44,1018.33,1086.33,1034.33,1251.89,1444.33,1834.78,2110.22,2042.22,1913.11,1797.56,1493.44,1240.89,971.67
대림,SAT,116.67,126.67,231.44,495.67,615.67,835.78,988.44,1136.22,1309.22,1162.89,1215.78,1448.11,1567,1681.11,1565,1361.56,1359.56,1197.11,1165.78,739.44
대림,SUN,84.89,146.44,184.33,390.22,586.11,1073,1282.44,1308.11,1360.33,1243.33,1217,1257.33,1266.11,1212.78,1100.67,1077,1104.78,964.56,833.44,422.89
신도림,MON,165.44,357.56,818.56,2149.11,1996.44,3142.67,2280.22,1928.33,1974.89,1903.56,2145.22,2334.89,2955.78,4113.56,3905.22,4458.44,3433.78,2343.67,1855.33,1306.22
신도림,TUE,156.11,396.67,987.89,2572.56,2212.67,3187.22,2256.89,1868.44,1909.78,1864.22,2168.89,2405.33,3142.44,4564.33,4311.22,4597.89,3620.78,2524,1980.11,1480.89
신도림,WED,144.89,377.13,1067,2818.88,2341.88,3431.38,2320.63,1971.5,1949.25,1981.63,2273.38,2540.13,3441.25,5249.38,4739.25,4775.5,3640.63,2503.25,2001,1596
신도림,THU,144.33,374.38,1011.25,2782.75,2207.13,2887.13,2094.38,1938.5,1908.25,1826.5,2164.25,2412.75,3202.75,4904.63,4418.88,4461,3420.38,2507.5,2031.5,1600
신도림,FRI,161.78,316.22,912.67,2473,2052.33,3116.22,2127.22,1908.11,1929.44,1937.89,2244.89,2503.56,3344.78,4866.11,4546.22,4842.33,3630.89,2558.11,2268.11,1872.11
신도림,SAT,188.56,330.22,497.78,986.33,1111.33,2017.56,2224.33,2874.78,3114.67,3087,3354.67,3326.11,3542.89,3388.78,3060.67,2662.11,2324.67,1994,2120.44,1360.33
신도림,SUN,169.67,309.22,370,776.56,1033.56,1763.44,1876.67,2465.33,2419.67,2398.22,2475.11,2394.33,2487.22,2386.56,2068.22,1893.22,1704.11,1528.44,1439.67,768.33
문래,MON,82.78,181.11,676.67,2365.56,1794.33,3195.67,1626,822.78,769.89,754.67,833.22,837.33,1022.11,1401.11,1290.11,1457.78,1111.22,674.44,475.44,325.11
문래,TUE,83.22,215.56,802.56,2962,2101,3140.78,1676.33,809.56,762.78,773.33,816.44,859.67,1085.56,1587.56,1469.22,1553.78,1189.11,728.33,540.67,367.11
문래,WED,80.11,213,892.25,3293.38,2229.75,3481.75,1722.5,859.5,755.5,760.5,829.13,903.63,1174.75,1769.13,1627.63,1665.88,1212.75,745.13,529.63,389.75
문래,THU,76.89,217.75,847.13,3232,2082.75,2780.5,1476.75,778.5,744.25,743.5,785,864.88,1092.38,1669.13,1474.13,1464,1087.5,740.38,540.25,398
문래,FRI,81.11,185.33,770.22,2806.22,1939.44,3052.78,1556.33,806,732.22,757.22,845.33,915.33,1198.67,1739.11,1657.56,1735.44,1232.56,741.67,571.22,436.33
문래,SAT,61.44,115.67,181,400.89,484.56,682.78,857.56,908.22,1070.33,1127.56,1162.56,1306.44,1291.33,1221.67,1087.56,890.22,720.67,556.67,467,262.22
문래,SUN,41,93.11,101,229.67,315.56,495.11,589.44,724.78,797.67,788.67,807.89,788.22,865.67,806.44,695.11,561,474,381.67,314.33,153
영등포구청,MON,128.33,280.89,709.78,2271.44,1646,2976.89,1421.11,868.44,843.11,799.56,853.22,882.44,1080,1395.89,1284.22,1432.44,1040.67,691,530,348.33
영등포구청,TUE,130.11,303.89,897.33,2832.67,1833.44,2971.78,1425.11,866.11,861.33,825.22,885.44,917.22,1151.89,1580,1448.22,1531.11,1080.56,732,575.44,386
영등포구청,WED,122.67,305.5,983,3139.5,2006,3274.25,1460.13,872.63,858.75,837.13,901.25,954.5,1222.13,1759.5,1510.5,1549.75,1127,748.13,581.75,422.63
영등포구청,THU,115.56,287,938.25,3046.38,1831.13,2582,1269,834.38,806.5,786.25,847.25,931.38,1147.88,1649.25,1407.63,1406.88,1026.88,736.13,584,415.13
영등포구청,FRI,137.11,254.89,793.33,2716.44,1686.33,2895.44,1375.22,821.89,836.22,799.22,871.44,933.22,1149.33,1601.11,1452.11,1495.67,1091.67,710.33,615.89,481.78
영등포구청,SAT,139.67,204.78,214.78,447.22,516.67,724.56,804.22,945,988.56,1009.11,1012.44,1088.78,1079.11,1048,989.78,781.33,686.22,583,524.22,330.78
영등포구청,SUN,83,140,137.11,296,326.89,517.22,516.11,704.44,727,728.11,771.11,730.44,714.89,683,628.56,540.56,499.78,422.33,377.33,189.22
당산,MON,120.44,218.89,539.33,1489.11,1130.22,1903,958.22,631.89,625.67,655,793.44,922.22,1263.11,1741.44,1714.22,2015.44,1467.33,1020.67,818.56,494.67
당산,TUE,116.33,252.33,651.33,1860.22,1299.22,1936.89,979.22,668.44,661.89,699.67,806.89,981.56,1324,2083.22,1916.56,2066,1587.11,1107.44,878.22,585.33
당산,WED,111.56,252,730.75,2062,1386.25,2114.25,1023,667.5,659.13,689,856.5,976.38,1450.38,2260.5,2036.38,2080.38,1615.63,1135.13,887.63,633.5
당산,THU,103,252.25,694.63,2012.75,1297.63,1690.88,907.13,634.13,648.13,713,798.75,974,1371.75,2127.63,1802.5,1958.38,1476.25,1132.38,916.5,628.88
당산,FRI,110.33,223.67,630.89,1784.33,1219.89,1862.44,939.33,663,644.78,703.89,828.89,1012.56,1362.22,2040.67,1896,2061.56,1498.44,1109.78,956.44,707.56
당산,SAT,97.67,154.67,182,415.33,450.67,602.11,642.89,720.22,773.67,895.33,962.67,1076.44,1240.89,1275.89,1234.89,1081.56,945.78,873.56,799.33,507
당산,SUN,60.89,127.89,127.78,303.89,330.11,415.33,487.67,527.22,566.22,635.33,697.67,767.89,831.67,880.44,808.33,787,725.33,640.89,555,245.33
합정,MON,108.78,233.89,601.11,1827.67,2059.56,2802.67,2496.78,1648.67,1602.33,1472.67,1566.56,1598.33,1998.22,2524.89,2328.56,2418.89,1801.22,1157.11,857.89,528.33
합정,TUE,111.33,271.89,706.89,2269,2450.44,2887.22,2462.11,1601.67,1509.11,1440.22,1506.89,1570.78,2036.11,2790.56,2572.67,2619.78,1898.67,1180.78,896.56,604.89
합정,WED,103.11,266,772.88,2497,2492,3038.88,2461.63,1603.13,1483.13,1419.63,1576.5,1614.13,2108.75,3034.5,2829.13,2768.13,1968.75,1232,935.63,671.38
합정,THU,93.44,292.13,733.13,2446,2507.38,2601.25,2221,1528.63,1469,1406.13,1512.75,1636.13,2078.25,2994,2679.38,2662.25,1875.5,1247.88,972.25,683.75
합정,FRI,108,234.33,672.33,2148.22,2217.22,2775.78,2290.56,1619.67,1584.22,1561.67,1773.56,1901,2489.33,3683.33,3593.22,3468.44,2629.33,1621.22,1260.22,947.11
합정,SAT,107.56,170.56,305.22,579.33,962.78,1352.11,1903.78,2303.89,2749,2985.67,3054.56,3228.33,3422.56,3350.44,3090.33,2424.44,1904.56,1403.89,1201.22,743
합정,SUN,72,128.67,220.67,458.33,804.33,1203.22,1550.89,1919.78,2199,2196,2286.11,2204.11,2332.56,2081.56,1783.78,1459.89,1174.22,873.44,720.44,364.78
홍대입구,MON,133.22,319.56,761.11,2079.56,3095.22,3954.44,4850.56,4154,4226.44,4130.89,4321.44,4333,4684.56,5777.56,5179,5201.78,3720.56,2398.89,1768.22,1058.22
홍대입구,TUE,131.44,343.89,951.11,2617.89,3651.89,4144.44,4649.33,3673.67,3766.22,3698.67,3888.67,3884.78,4678,6017.89,5559.67,5309.11,3907.33,2504.22,1740,1159.33
홍대입구,WED,114.89,332.38,977.38,2797.13,3733.38,4261.13,4490.25,3563.13,3670,3582.88,3910.5,3990.75,4743,6309.75,5939.88,5574.5,4105.63,2489.75,1864.88,1307.75
홍대입구,THU,102,317.63,919.75,2757.38,3666.63,3749,4060.38,3481.5,3651.5,3665.38,4053.75,4089.75,5116.13,6540.5,6026.25,5518.25,4233.25,2779.25,2024,1501.5
홍대입구,FRI,123.33,300.44,847.11,2411,3197.33,3802,4020.78,3614.11,3890.89,4124,4616.11,5000.44,6006.56,7589.67,7573,7324.67,5907.22,3846.33,3064.78,2160
홍대입구,SAT,111.22,255.67,393.67,966.11,1765.56,2529.67,4260.33,5605.67,6873.56,7895.78,7884.11,8148.67,7988.78,7873.33,7173.89,5935.78,5006.56,4085.22,3085.78,2194.33
홍대입구,SUN,93.22,205.56,324.67,686,1298.22,2070.89,3620.44,4820.67,5885,6286.89,6357.67,6242.89,6003.44,5445,4744.22,3820.67,3092.22,2362.11,1914.67,1024.22
신촌,MON,110.33,290.33,728,1691.78,2349.56,3082.67,2927.56,2590,2228,2128.56,2036.44,2035.67,2262,2785.78,2708.89,2817.56,1971.33,1253.89,935.67,556.44
신촌,TUE,111.67,316.11,849.78,2207.56,2920.44,3227,3222.89,2452.78,2291.33,2127.11,2094.44,2057.78,2447.78,3387.33,3165.44,3073.89,2119.89,1304.11,1004.67,610
신촌,WED,102.11,321.88,902.25,2303.5,2943.63,3477.63,3188.63,2727.38,2379.25,2068.88,2254.63,2004.13,2458,3338.75,2885.63,3091.63,2122.63,1348.75,1015.75,721.13
신촌,THU,95.22,308.25,855.13,2226.75,2739.63,3014.88,2862.38,2307.5,2239.25,2035.5,2046.13,1944.63,2423.75,3307.38,2920.63,2910.75,2020,1341.5,1043.75,770.63
신촌,FRI,109.22,277.56,793.11,1949.44,2421.89,2885.78,2655.11,2320.33,2165.89,2175.56,2303.67,2183.33,2639.33,3475.78,3334.56,3341.33,2485.33,1678.78,1322.33,996.56
신촌,SAT,99.56,163.78,335.11,928,1647.67,1723,2378.67,2403.56,2791.78,2940.11,3049.22,2772.11,2786.78,2886.22,2792.89,2502.78,1933.11,1648.67,1298,834.33
신촌,SUN,74.56,130.78,232.11,511.44,913.11,1251.33,1597,1856.56,2028.44,2060.11,2092.33,2118.56,2144.22,2082.67,1862,1566.89,1419.56,1164.33,985,467.33
